latitude,longitude,label
41.386394285714289,-82.062169999999995,7
41.150057500000003,-81.407332499999995,4
41.5931,-81.526790000000005,1
41.351169999999996,-81.440670000000011,2
41.597855000000003,-81.414946666666665,6
41.113385000000001,-81.627205000000004,2
41.344774000000001,-81.359831999999997,5
41.129959999999997,-81.508364999999998,2
41.441451428571426,-81.723657142857149,7
41.292347500000005,-81.613872500000014,4
41.509774999999998,-81.531419999999997,6
41.276164999999999,-81.786797500000006,4
41.3965125,-81.547827500000011,4
41.138390000000001,-81.863749999999996,1
41.412625714285717,-81.871881428571427,7
