latitude,longitude,label
41.490099999999998,-71.312830000000005,1
41.686219999999999,-70.075850000000003,1
41.495249999999999,-70.611694999999997,2
41.759363333333333,-70.622716666666676,3
41.624360000000003,-71.056893333333335,3
42.104213999999999,-70.740927999999997,5
41.876486666666665,-71.06707999999999,3
42.039432000000005,-71.143659999999997,5
41.696659999999994,-71.216881999999998,5
41.764469999999996,-71.083333333333329,3
41.834824999999995,-70.932124999999999,2
42.080598571428574,-70.964644285714286,7
41.662333333333329,-70.29946666666666,3
41.631007499999996,-70.898789999999991,4
