latitude,longitude,label
32.85351,-80.467745000000008,2
33.053640000000001,-80.326484999999991,2
32.777956666666661,-79.87675333333334,3
33.135999999999996,-80.473984999999999,2
32.718323333333331,-80.277599999999993,3
32.874249999999996,-79.994993333333341,3
32.905169999999998,-80.66677,1
33.369880000000002,-80.837040000000002,1
33.096559999999997,-79.80341,1
32.786839999999998,-79.794799999999995,1
33.209350000000001,-80.087043333333327,3
32.983369999999994,-80.071200000000005,2
32.655180000000001,-79.940370000000001,1
33.825020000000002,-80.203272499999997,4
32.792400000000001,-80.108149999999995,1
