latitude,longitude,label
47.718017500000002,-122.1747775,4
47.961759999999998,-122.25333000000001,2
47.636682499999999,-122.3337575,8
47.417693333333339,-122.30197333333335,3
47.707503333333335,-122.33818333333333,3
47.860100000000003,-122.2043,1
47.544083333333333,-122.19114333333334,3
47.528956666666666,-121.84998333333334,3
47.794818000000006,-122.368188,5
47.559127499999995,-122.33096,4
47.640517500000001,-122.00317750000001,4
47.611594444444449,-122.68753555555557,9
47.357236666666665,-122.04209333333334,3
47.927786666666663,-122.04429333333333,3
47.95431,-121.76934499999999,2
