latitude,longitude,label
38.88456,-75.827160000000006,1
38.939695,-75.429779999999994,2
38.084290000000003,-75.707059999999998,3
39.082610000000003,-74.823779999999999,1
38.405396666666668,-75.574646666666681,3
38.774279999999997,-76.076329999999999,1
38.647056666666664,-75.135646666666659,3
38.564323333333334,-75.268673333333325,3
38.25067,-75.291030000000006,1
39.227609999999999,-75.662980000000005,1
37.936509999999998,-75.546040000000005,1
39.295249999999996,-75.619510000000005,2
39.034930000000003,-75.527503333333343,3
39.184420000000003,-75.546590000000009,2
