latitude,longitude,label
47.037732500000004,-122.58849749999999,4
47.334715000000003,-122.60264000000001,2
46.606499999999997,-121.67064000000001,1
47.022963333333337,-122.76846666666667,3
47.199038333333334,-122.27665000000002,6
47.314819999999997,-122.270535,2
47.171769999999995,-122.021225,2
46.867330000000003,-122.26649999999999,1
47.029544999999999,-122.243725,2
47.222735,-122.49970999999999,2
47.204270000000001,-121.9915,1
47.276629999999997,-122.44276499999999,2
46.577730000000003,-122.39241,1
47.135514999999998,-122.41970499999999,2
