latitude,longitude,label
45.907044999999997,-87.115274999999997,2
46.099675000000005,-88.324160000000006,2
45.631349999999998,-88.353449999999995,1
46.148009999999999,-88.744579999999999,1
46.493825000000001,-87.639720000000011,2
46.439753333333336,-87.396900000000002,3
46.698540000000001,-87.578190000000006,1
45.3947,-86.931510000000003,1
45.922179999999997,-88.251800000000003,1
47.177519999999994,-88.484750000000005,3
46.265230000000003,-86.630989999999997,1
47.36112,-88.186959999999999,3
45.881900000000002,-88.139849999999996,1
