latitude,longitude,label
42.635846666666659,-88.631950000000003,3
43.418609999999994,-88.281904999999995,4
43.628740000000001,-88.710104999999999,2
42.970082500000004,-88.100645000000014,4
43.006460000000004,-87.932028000000003,5
42.804324999999999,-87.968414999999993,2
43.075383333333342,-88.238240000000005,3
43.107642499999997,-88.614197500000003,4
43.272226666666661,-88.193979999999996,3
42.715293333333335,-88.209813333333344,3
43.521380000000001,-88.537459999999996,2
43.271185000000003,-87.951615000000004,4
43.185980000000001,-88.162035000000003,2
42.883402000000004,-88.462266,5
