latitude,longitude,label
46.250239999999998,-94.250550000000004,1
45.127180000000003,-94.528049999999993,1
45.08802,-93.820729999999998,4
45.360426666666662,-93.710059999999999,3
45.66469,-93.909700000000001,1
45.2776,-94.168180000000007,2
45.256982500000007,-93.540385000000015,4
45.393300000000004,-93.876919999999998,1
44.887740000000001,-94.369709999999998,1
45.532327499999994,-94.150405000000006,4
45.90316,-94.328055000000006,2
44.872463333333336,-93.830153333333328,3
45.662885000000003,-93.618020000000001,2
