latitude,longitude,label
35.590350000000001,-88.058369999999996,1
35.282995,-87.319185000000004,2
35.551740000000002,-87.191119999999998,1
34.70536666666667,-87.754290000000012,3
35.617289999999997,-87.839470000000006,1
35.288269999999997,-87.018479999999997,2
35.778959999999998,-87.46696,1
35.861730000000001,-87.691689999999994,1
35.401649999999997,-87.675763333333336,3
35.224800000000002,-88.249200000000002,1
35.753680000000003,-86.91722,1
35.84507,-87.141670000000005,1
34.885916666666667,-87.401133333333334,3
