latitude,longitude,label
29.568840000000002,-97.964730000000003,1
29.56523,-98.336399999999998,1
29.480879999999999,-98.54289,3
28.967189999999999,-98.478629999999995,1
29.726610000000001,-99.073650000000001,1
29.292739999999998,-97.903059999999996,1
29.133579999999998,-98.156120000000001,1
29.553933333333333,-98.262603333333345,3
29.347460000000002,-99.141419999999997,1
29.679780000000001,-98.675025999999988,5
29.867623333333331,-98.466869999999986,3
29.43815,-98.204035000000005,2
29.88327,-97.941389999999998,1
29.362729999999999,-100.89676,1
29.789110000000001,-98.193479999999994,2
