latitude,longitude,label
36.133409999999998,-96.354460000000003,1
35.5322575,-95.936037499999998,4
34.713560000000001,-96.602230000000006,2
36.092866666666666,-96.101670000000013,3
35.973426666666668,-95.953509999999994,3
35.470219999999998,-96.436260000000004,2
35.82038,-95.674149999999997,1
34.933430000000001,-95.769710000000003,1
35.868539999999996,-96.629599999999996,2
35.390907499999997,-95.490122499999998,4
35.809539999999998,-96.065689999999989,2
35.119524999999996,-96.446265000000011,2
36.353544999999997,-96.405574999999999,2
35.224519999999998,-96.670569999999998,1
