latitude,longitude,label
38.200665000000001,-84.875450000000001,2
37.568219999999997,-84.605916666666673,3
37.703964999999997,-84.807729999999992,2
38.002580000000002,-84.066590000000005,1
38.180355000000006,-84.62133,2
37.862946666666666,-84.555033333333327,3
37.680135,-85.177877499999994,4
38.025082857142856,-84.491274285714297,7
37.332859999999997,-84.671610000000001,1
38.044939999999997,-84.813285000000008,2
38.300075,-84.273544999999999,2
37.150494999999999,-84.621470000000002,2
37.694827500000002,-84.253264999999999,4
37.980464999999995,-84.163524999999993,2
