latitude,longitude,label
35.546550000000003,-77.052170000000004,1
36.058480000000003,-78.170550000000006,1
35.750990000000002,-78.017210000000006,2
36.480985000000004,-77.649564999999996,2
36.876260000000002,-78.037080000000003,2
35.550714999999997,-77.412189999999995,2
35.612659999999998,-77.366349999999997,1
35.415253333333332,-77.992949999999993,3
35.523494999999997,-77.633170000000007,2
35.452660000000002,-76.984949999999998,1
36.324735000000004,-76.975789999999989,2
35.835227500000002,-77.194752500000007,4
35.964667499999997,-77.760252499999993,4
