latitude,longitude,label
36.080005,-78.887644999999992,2
35.649320000000003,-78.676187499999997,4
35.290232500000002,-78.64654250000001,4
35.284604000000002,-79.347728000000004,5
35.005724999999998,-78.508620000000008,2
35.507159999999999,-78.287520000000001,4
35.218342499999999,-79.000765000000001,4
35.010481428571431,-78.952528571428573,7
36.127229999999997,-78.72139,2
36.035519999999998,-78.480736666666658,3
35.351460000000003,-78.796130000000005,3
36.494863333333335,-78.573333333333323,3
35.794595999999999,-78.668337999999991,5
35.754652,-78.400445999999988,5
35.997085000000006,-79.063762499999996,4
