latitude,longitude,label
33.573765000000002,-81.112594999999999,2
33.979600000000005,-81.073980000000006,2
34.144686666666665,-81.097129999999993,3
33.355832499999998,-82.486307499999995,4
34.241945000000001,-81.575940000000003,2
33.445924999999995,-82.07877666666667,6
33.498489999999997,-81.737517499999996,4
33.509180000000001,-80.834814999999992,2
33.135150000000003,-81.431219999999996,1
34.227370000000001,-80.689250000000001,1
34.000709999999998,-81.034809999999993,1
33.974801999999997,-81.747500000000002,5
34.159107500000005,-81.300722499999992,4
33.956815000000006,-81.237319999999997,2
33.799880000000002,-80.963980000000006,1
