latitude,longitude,label
36.210830000000001,-79.947399999999988,2
35.905603333333339,-80.15819333333333,3
36.377499999999998,-79.719474999999989,2
36.146710000000006,-80.116523333333333,3
36.098839999999996,-79.416966666666667,3
36.585970000000003,-79.395020000000002,1
35.954856666666672,-79.970870000000005,3
35.813537499999995,-79.784475000000015,4
36.081910000000001,-79.802764999999994,4
36.109652222222223,-80.321865555555561,9
36.104300000000002,-79.524470000000008,2
35.607844999999998,-79.618707499999999,4
36.404029999999999,-79.336129999999997,1
36.579030000000003,-79.889759999999995,2
36.09111,-79.246684999999999,2
