latitude,longitude,label
36.456433333333337,-86.20322666666668,3
35.993402500000002,-86.603542500000003,4
36.082695000000001,-86.995284999999996,2
36.107658888888885,-86.796705555555548,9
36.719903333333335,-86.853893333333346,3
36.387602000000001,-86.593884000000003,5
35.84182666666667,-86.139713333333347,3
36.115474999999996,-87.345497499999993,4
36.831850000000003,-86.377489999999995,2
36.617778333333341,-87.174726666666672,6
36.204640000000005,-86.614719999999991,4
36.293385000000001,-86.880420000000001,2
35.820619999999998,-86.5138125,4
36.270335000000003,-87.135279999999995,2
35.994645000000006,-87.101394999999997,2
