latitude,longitude,label
35.089559999999999,-82.08705333333333,3
34.312335000000004,-82.385259999999988,2
34.930192499999997,-81.973505000000003,4
35.399671999999995,-82.571011999999996,5
34.874354999999994,-82.446582499999991,4
34.621504999999999,-82.473182499999993,4
34.734933333333338,-82.253356666666662,3
35.01679,-81.803989999999999,1
34.943034999999995,-82.136220000000009,2
34.905393333333329,-82.249096666666659,3
35.617899999999999,-82.32123,1
34.526606666666673,-82.002786666666665,3
34.739570000000001,-82.037049999999994,1
35.241230000000002,-81.863020000000006,2
34.856645,-82.654439999999994,2
