latitude,longitude,label
41.451844999999999,-86.979749999999996,2
41.1417,-87.875039999999998,1
41.215040000000002,-86.775850000000005,1
41.491748333333334,-87.398833333333343,6
40.763370000000002,-87.293629999999993,1
41.785496666666667,-87.613476666666656,3
41.632185,-87.748312499999997,4
41.4584975,-87.674407499999987,4
41.230170000000001,-87.485730000000004,2
41.131005000000002,-87.861149999999995,2
41.57494333333333,-87.191426666666686,3
41.573811999999997,-87.639267999999987,5
41.195174999999999,-87.273224999999996,2
