latitude,longitude,label
38.716596000000003,-92.065961999999985,5
39.071980000000003,-91.570160000000001,1
38.704210000000003,-91.437380000000005,1
38.431980000000003,-92.325180000000003,1
38.977539999999998,-91.50488,1
38.30171,-91.632940000000005,1
38.981704999999998,-92.543655000000001,2
38.062820000000002,-91.403480000000002,1
38.366658000000001,-92.604705999999993,5
37.951430000000002,-91.771270000000001,1
37.645600000000002,-91.535979999999995,1
37.326160000000002,-91.95599,1
39.210320000000003,-92.137950000000004,1
37.870419999999996,-92.263724999999994,4
