latitude,longitude,label
45.750058000000003,-122.57748599999999,5
45.478730000000006,-122.65625333333332,6
45.519322857142853,-122.84641000000001,7
45.121008000000003,-122.774148,5
45.624560000000002,-122.68245999999999,2
45.374842000000008,-122.79065599999998,5
45.283851428571431,-122.61048571428572,7
45.460155,-122.36259,8
45.878759999999993,-122.79204749999998,8
45.427142499999995,-122.525285,4
45.669840000000001,-121.89064,1
45.548271999999997,-123.07461800000002,5
45.649979999999999,-121.35007,2
45.320059999999998,-123.085162,5
