latitude,longitude,label
26.66790111111111,-81.619278888888886,9
29.05461166666667,-82.190567222222228,18
30.22176125,-82.953312499999996,8
31.162773636363639,-81.853972727272719,11
27.971969999999999,-81.897845555555548,18
26.153612105263157,-80.21103368421052,19
28.605667777777779,-81.454868888888896,27
26.614924285714288,-80.078724285714287,7
25.490665,-80.371302500000013,4
28.276225714285712,-80.668986428571415,14
27.94416553571428,-82.536899642857151,56
29.136932142857145,-81.170069999999996,14
27.474198000000001,-80.357232999999994,10
30.357470000000003,-84.330825000000004,6
30.284861666666661,-81.661281666666682,18
