latitude,longitude,label
40.377076111111109,-79.692391111111121,18
41.385626166666661,-81.654975833333324,62
41.634237999999996,-80.958165499999993,20
41.930736666666668,-79.270291111111121,9
39.654702,-81.392284000000004,15
38.507382592592592,-82.246906666666661,27
39.740203030303022,-82.391445757575767,33
40.259640000000005,-80.733338181818198,22
40.717446250000002,-83.05217562499999,16
42.9532825,-78.788289999999989,16
39.931873863636369,-83.106776590909121,44
39.269140714285712,-80.106802142857148,14
41.074348064516123,-80.722357741935468,31
41.0979976923077,-82.516577692307692,26
40.789863571428569,-81.461539047619056,40
