latitude,longitude,label
41.115173333333338,-96.358514166666666,24
44.947313000000001,-91.714242499999997,20
45.468183749999987,-92.956666666666692,24
46.715177142857151,-101.2612,14
43.724572500000001,-94.301611666666687,12
41.869404800000005,-93.208338400000017,25
41.440115999999996,-99.484464000000003,10
46.62389125,-96.701741249999998,16
46.760377894736841,-92.100496842105258,19
43.603013333333337,-96.646358666666657,15
45.352359655172407,-93.925177931034511,29
45.297953529411757,-95.192862941176472,17
44.822312599999997,-93.240731400000001,50
47.352642222222222,-94.090637777777772,9
43.644382380952372,-92.774449047619044,21
