latitude,longitude,label
38.990868387096775,-94.321841290322581,31
40.265156999999995,-92.012337499999987,20
35.874449642857144,-90.281071785714289,28
38.886115000000004,-97.438980714285734,14
39.536471999999996,-95.504785333333345,15
38.405581153846157,-92.106567692307692,26
37.252844736842107,-94.554039473684199,19
37.621250555555555,-97.257416666666657,18
37.013912999999981,-93.134930199999999,50
37.247200666666664,-89.905319999999989,15
34.703545333333331,-92.470697999999999,30
35.964943870967737,-94.331635806451601,31
38.670661000000017,-90.372779874999978,80
36.281129615384614,-95.620160769230793,26
37.655216923076928,-95.705259999999981,13
