latitude,longitude,label
42.925080882352944,-77.692802647058841,34
40.111661132075469,-75.901199999999974,53
38.887577704918023,-77.351022786885238,61
39.96915565217391,-78.139799565217373,23
39.084715098039226,-76.645724313725495,51
42.938867999999999,-75.973377499999998,40
40.126170652173911,-74.353287826086969,46
39.932496956521746,-75.181370326086949,92
38.207691562499996,-78.111585625000018,32
37.002657317073158,-76.455612682926827,41
41.10768365853658,-75.513190000000009,41
40.133281764705877,-76.828376470588211,34
41.36899130434783,-76.867679565217387,23
40.905998490566041,-74.229248679245288,53
38.711220740740742,-75.483691481481472,27
