latitude,longitude,label
40.877775238095239,-85.220787619047613,21
41.67320800000001,-83.686245714285704,35
41.655576363636357,-84.812539090909098,22
43.045605161290325,-85.820979032258066,31
44.574435454545458,-83.962393636363643,11
44.239772631578951,-85.794387368421042,19
43.664659130434785,-84.426029130434785,23
42.177437777777783,-85.890727222222225,18
45.412868823529415,-84.861218235294132,17
43.145412812500005,-83.701808437499992,32
42.790352058823537,-82.898870294117671,34
40.812858888888883,-84.10829333333335,18
42.557555517241376,-84.535465517241391,29
41.385311923076934,-86.191182307692301,26
42.426711052631568,-83.427921578947334,57
