latitude,longitude,label
35.618261228070175,-97.387787192982429,57
30.438093076923078,-92.812907692307689,13
32.501215000000002,-93.140148571428583,14
33.280990000000003,-102.07059555555556,9
30.540668974358976,-97.520232307692311,39
29.570680740740745,-98.51405222222219,27
26.666107777777775,-98.083584444444455,9
34.770249565217398,-98.662566086956517,23
35.622438000000002,-96.11701033333334,30
32.054382727272724,-99.45835545454544,11
32.856199897959179,-96.972299693877545,98
33.695431578947378,-95.270991578947374,19
31.969057647058822,-94.830294705882352,17
37.438991428571434,-99.849607857142843,14
29.760835471698119,-95.398058679245239,53
