latitude,longitude,label
32.231835555555556,-83.893554074074089,27
32.55183000000001,-86.352252222222234,27
34.830090833333344,-84.965937222222223,36
30.318514,-90.228958750000032,40
33.567212698412703,-87.035143968253962,63
30.916008148148155,-85.573869999999971,27
33.821230624999991,-84.268956666666682,96
30.538511199999999,-86.988798000000003,25
34.901417906976754,-86.579784883720905,43
30.845181944444441,-88.038016666666636,36
35.302140476190473,-87.510694761904759,21
34.630377777777781,-89.271968888888892,18
35.786302608695657,-88.782606086956505,23
33.781863783783784,-85.92737324324321,37
32.235151470588242,-90.079219411764697,34
