latitude,longitude,label
34.913820000000001,-82.261129249999982,416
34.607341333333338,-83.124919333333338,553
33.056626333333334,-80.178387666666652,239
35.223219545454548,-80.433316818181822,337
32.302123333333327,-81.351793333333333,519
33.768076499999999,-81.559707500000016,393
37.521895199999996,-79.473387599999981,305
35.578291929824559,-78.758513684210527,433
34.160299666666674,-79.299920333333333,651
36.862613478260869,-80.983269565217398,480
36.341922765957449,-82.501980425531912,599
36.067413555555561,-79.8687771111111,543
35.893705555555563,-77.586033333333319,393
34.803407727272742,-77.53951977272726,274
35.392871,-81.191814999999963,345
