latitude,longitude,label
43.951261199999998,-71.619193600000003,25
41.833771489361702,-70.908932127659597,47
44.291725999999997,-74.898736,5
41.635595000000009,-73.823404999999994,14
42.828377708333342,-71.816585625000002,48
41.448496875000004,-72.076271250000005,16
42.489866610169479,-71.132091694915275,59
44.563956190476198,-72.926756190476198,42
43.270895777777767,-70.909644,45
44.712895714285715,-69.395904285714295,21
42.683459666666671,-73.790517999999992,30
41.139449459459463,-73.201154864864847,37
42.056236470588232,-71.617855490196078,51
41.976717179487181,-72.650343589743571,39
43.383177500000002,-72.667509749999994,40
