latitude,longitude,label
37.599202024390209,-92.865229926829343,416
33.110343375680571,-86.678473411978302,553
28.359444873949577,-81.679263613445286,239
38.81401317507418,-108.40564872403561,337
42.722473583815045,-71.973671059730265,519
40.590773664122111,-81.526231577608186,393
44.506131737704905,-94.420444852459028,305
32.753467707865212,-96.876038921348268,433
40.033305284178212,-76.10963740399383,651
42.8793388284519,-88.841524476987559,480
38.20981491638797,-85.579484431438175,599
35.158966979742161,-80.37383329650099,543
42.577284147582709,-84.447819389312968,393
35.172251751824824,-122.43291109489056,274
46.914418376811582,-122.51887191304344,345
